,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
307708,Saudi Arabia,SAU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,5.902697717316119,5.966305397574849,7.69008939728924,11.324231510176698,11.511831393137,8.08745489280408,9.5705156784069,9.40352743064788,8.640194117454179,10.0815515709133,10.840447591115401,,,,15.648818396759602,16.7365737918065,15.7688118060346,12.613359238789402,13.2652388797364,17.720246395916,16.9729273217747,19.004348363892397,16.9952008673515,,16.896414193661002,15.1518818830933,13.3903165819013,14.0242926458954,12.4698079910217,11.2841579833052,12.4653722820651,10.644781673538,9.27846839011516,8.46807775904447,11.000935423416701,14.311037450059303,11.3819360225849,10.5344033130193,11.4190048869926,9.758063800537972,8.68711846455737,8.08155565898243,7.730599237019909,7.848367389562941,8.52705120897854,7.3534384678889095,9.6171992613664,8.56567742612792,7.23005332410004,7.676602967786651,8.97612773321565,10.6779062986805,13.3256723349734,9.872738329865632,10.2513563494886,8.77471912659104,,
309149,Senegal,SEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,3.43113465481887,2.75527027027027,2.73441483198146,2.34951076320939,2.54588457899716,2.40795262267343,2.1928625093914302,2.04004135079256,1.9811881188118798,2.11178451178451,2.02769623484365,2.0685089974293103,1.9581072555205,1.8285714285714298,2.11206467661692,1.7057594054807201,1.65868583162218,1.5750289463527598,1.51536486982032,1.49258760107817,1.5219450584149,1.33262592992315,1.41240168778174,1.3941374658232502,1.4121172062690202,1.3391746573288101,1.42877577102029,1.58735617020291,1.7086066796661499,1.62136981483684,1.6820420452041298,1.51454400478125,1.60133780292302,1.38233274732669,1.59213016665616,1.5671967057143998,1.5721731424513998,2.07250545887106,1.88634136843828,1.85432975233273,,
310590,Serbia,SRB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51128589512011,3.78650446661838,3.51189797884574,4.00594743451673,5.1539431901456,4.0275711979198,4.20995410624924,3.44790847102019,2.97316156374027,2.39791541621788,2.30352490107888,2.4114699819826697,2.2566833807349505,2.2861684430770297,2.21067339956029,2.1240104952418797,2.09517465340868,2.02068751136153,2.06593969670379,1.9487232523654698,1.85418454272374,1.95935588331478,1.90613603424839,,
312031,Seychelles,SYC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4.29081251556146,4.67441860465116,4.54187262697901,4.28038484193992,4.27683189028996,4.02623150831173,4.424018988939951,4.7273873306019505,2.75961340736171,2.4436854517362003,2.2811802628316404,2.09574851017878,2.02481003710903,1.7329155876812898,1.78292544212037,1.67933282099451,1.7782655216878402,1.6773754709083302,1.7343163749901598,1.8976402274236899,1.60235235107661,1.41343002330889,1.4682835893555901,1.15019319695979,1.02087833561425,0.7379153632704459,0.8555040633174641,0.936679584641367,1.03655893266994,2.42722980020439,1.49703740033158,1.87005484015962,1.4809334163027799,1.4442196950669302,,
313472,Sierra Leone,SLE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,0.726554267650158,0.714213709677419,0.763131813676908,0.7807710171853229,0.7226483649576099,0.692630775105002,0.7969465648854959,0.8048691860465121,0.872657986662432,0.934984520123839,0.898737808376363,0.9530635188308041,1.04246122552759,1.21389702804521,1.03020778767243,1.0920945395273,1.08841709217952,0.999882366780379,1.10765643218033,1.4452617914322798,1.41618944435846,1.09068245559364,1.02872981184372,0.912254991756732,0.733104238258877,1.47439148073022,0.6946422214311141,0.8541029004518291,1.54290015052684,1.3066466691906,2.0364570921308203,2.6869106909300298,2.08012107124639,1.9911688702369899,1.9692916265765301,1.3529503702241201,0.764916648015189,,,2.51215561780176,2.74252734280679,2.1646176161126296,2.05395298767045,1.58494660921678,1.42681393237049,1.4863958478655201,1.34699336114922,0.943706279244541,1.07603322555112,0.9721504551347429,0.8658134939956931,0.7828005306421589,0.643965907030134,0.9732621063217058,0.923453252284234,1.13698621788126,1.11400432490446,0.7976317629685981,,
314913,Singapore,SGP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,5.39908100748809,5.6417031229696395,5.08580794446587,4.70463099329079,4.29417225052068,4.64925699300699,5.044361047600639,5.67716169437207,5.1952372900769594,4.65201551854656,4.6368613562022,4.74135516251602,4.651190174802321,4.07146856786832,4.69881540453695,5.656612915473531,5.4425115593707405,4.87061150486237,4.54786526287383,4.49289825625078,4.632144472983651,4.448356673044191,4.47136864604274,4.0917649339980295,3.79143512807907,4.17879788368962,4.25331403898939,4.45003647708667,5.21105296070909,5.20735398793435,4.51888629365982,4.82624999921862,4.9249862874240895,4.869647648048059,4.41680505073795,4.28812584286617,3.9450252304809803,3.62178147228127,3.87778862006233,3.91761178883577,3.42984932114948,3.2330417456999396,3.1553600515781097,3.06964941804167,3.0802590590490198,3.08585019479824,3.1882479457343,3.1548782818950403,3.14363241619433,,
316354,Sint Maarten (Dutch part),SXM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317795,Slovak Republic,SVK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9963603214655603,1.93951901446386,3.15455810787471,2.9738286677448,2.28311624477759,1.74433653315927,1.57382654973916,1.6553123819075,1.8431609896200702,1.7760268404571,1.84111107563443,1.6520060170675002,1.68144094629442,1.59651260799806,1.48095560555653,1.4614925974231898,1.5182029487781,1.27113713116158,1.08456790835769,1.09210678719198,0.982878857025952,0.9883320436607769,1.12335070571823,1.11663652630357,1.10193325763504,1.20523821388528,,
319236,Slovenia,SVN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24723333231322,1.8173013500764001,1.6540746622661497,1.5730347757491698,1.5363628120904398,1.40136831751909,1.36118246899735,1.211302468275,1.09316627543634,1.3004824737298102,1.38761857556639,1.4037983371061498,1.43065194465024,1.41470432834653,1.5380261041595102,1.43966627432457,1.4919163289911201,1.59004805273862,1.6080549020976498,1.29785368833423,1.1725217500819298,1.05316340457849,0.9745423948905191,0.929863357919119,1.0064270465237,0.9820473470246899,0.974192235140298,,
320677,Solomon Islands,SLB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322118,Somalia,SOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,0.23082542001460898,0.25447042640990397,0.29015544041450797,0.330487804878049,0.296955772544515,0.353645266594124,0.387944358578053,0.4072265625,0.41958041958041997,0.49601417183348107,0.483050847457627,0.45360824742267997,0.505494505494506,0.72714916751614,0.5162011173184361,0.517512790240063,0.46075581395348797,0.9949883877276621,0.97466103578573,0.549735206078747,0.6077097505668929,0.288266620855523,0.239324528624811,0.14312762748307198,0.050709706959707,28.9482415394824,16.9562113279391,17.4357168016907,1.52999213555444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323559,South Africa,ZAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.950977129000048,1.4678491358207602,2.25483730416399,2.0646084814116397,2.6956087976889997,2.63082886060615,2.704872973096,2.78801852960007,2.7611752645118903,2.60847927374445,2.3337450940534503,2.4581930335870497,2.37266886068014,2.64690982776089,3.0851992816305,3.8749547083215896,4.72799061209406,5.2633345592313,4.56219888726238,3.8630737285508596,3.3046336607147095,3.63812916270383,3.61409329641932,3.60464820498906,3.6956069594154703,3.69833382968385,3.82057632450885,4.19217049247912,4.62375902257971,4.35788474069836,3.89635147817926,3.22263389360805,2.8176506145476496,2.4955236980003903,2.56196590060566,2.11786404667743,1.75587879819291,1.58213355671958,1.3831667231224498,1.2720529306273798,1.38728913141799,1.48316101798605,1.52930955872386,1.4688112381823,1.35572857797827,1.3837696903591499,1.29074698271175,1.1775172528871698,1.14584331442431,1.21400204252781,1.11580825092212,1.1032576755513799,1.1327931119157,1.12327426203249,1.1094378828450702,1.09918207478519,1.07552955178529,1.04366339589233,0.981709721430103,,
325000,South Sudan,SSD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76128903307145,4.968462632998491,4.14063254299941,6.09441532228387,8.7711241134394,6.57275748381733,8.61955985918476,10.561461453669699,4.59827415931051,2.35286936717433,1.32920833296659,,
326441,Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.25074702204848,2.0312448260210703,2.2677458919260403,1.9696329195804398,1.93055857347098,1.88486682463102,2.07961936015824,1.8519569435799799,2.29767251939567,2.43416753437938,2.28661622551749,2.1079717457114,2.31778209800765,2.1107417254755902,2.20756393740679,2.00426223337861,2.32104693213536,2.31423266289489,2.35795730062073,2.4970649013133,2.4898957848860097,2.58210874483481,2.66030674579303,2.93627289991861,2.96600550441302,2.95472170818505,2.6250366796807003,2.6147006889558,2.48937521722977,2.3596751422500497,2.29330520898016,2.1291922311280302,2.04280367601027,2.0118717370405,2.0013374021886103,1.91702239465122,1.81443901615473,1.7228156794418201,1.75731994886122,1.75523458900652,1.7255179883945801,1.6329968207134,1.45648669136567,1.4204091741840401,1.42692879199461,1.38239415581485,1.3643655491113897,1.35646234711655,1.35943111827813,1.3461065824445901,1.3768200678116598,1.3235576846725101,1.4117040050393603,1.2661381134511,1.24761519338614,1.26662165349415,1.13274183615004,1.2259930602176599,1.27309096099574,,
327882,Sri Lanka,LKA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.1830523646128601,1.18327272727273,1.08285509325681,0.897791926307234,0.8517259078660341,0.852610094012865,0.8729159169965219,0.845136660396149,0.7945320518801899,0.8073963232150491,0.9166422716627629,1.3626334519573,1.1858070440086599,0.874809823951315,0.7950864498758992,0.803589569928886,0.659239148428964,0.6843738841431589,0.803000117192078,0.834462748391777,0.7657793076495258,0.62679842362214,0.544740925855015,0.8891374248567042,0.9224305022569691,3.16076982294072,2.69665801174543,3.39314670882408,2.37118324909227,1.7985954242112698,2.3284874325634597,3.082087848635,3.3676399009600697,3.43178565351856,3.72933805803649,5.8611322427415296,5.51978316113981,4.63060207374592,4.64346408117958,4.0301638395602,5.0338729684170405,4.28699058949232,3.34258944021437,2.86891182725842,2.99735847919569,2.6395333951407003,2.79877359903086,3.2606083570291697,3.7121696826023705,3.61866385346245,2.7007476424798704,2.68315761113058,2.15519943702546,2.15404824896398,2.4126470119005097,2.55280462978562,2.142560071302,2.14799913812899,1.8914966670789999,,
329323,St. Kitts and Nevis,KNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330764,St. Lucia,LCA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332205,St. Martin (French part),MAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333646,St. Vincent and the Grenadines,VCT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335087,Sudan,SDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.91740412979351,1.8449612403100801,2.05952380952381,2.14912280701754,3.14224137931034,4.11530398322851,3.5251509054326005,3.6546184738955803,3.75,5.19725557461407,4.95400788436268,4.603365384615381,4.1917502787068,3.1621187800963098,2.56783587028458,2.25108225108225,2.6666666666666696,2.61560342734242,2.04069088450427,2.5931520644511603,2.3027046680267405,1.78180681462957,2.44047619047619,3.26868598823273,4.08451949429759,3.3996981240566404,3.2272479022888603,2.5527131145293502,3.5519651214977204,,4.813324735948269,4.99230134581934,4.3893635177683406,4.921118422943191,3.89783506504326,1.6679842224420403,1.26931409320392,0.954304906614448,2.3796607387889304,4.00978609546617,4.791420881576861,2.94404491102975,3.27380035115994,2.25618439439824,5.78262016066383,4.39231199033622,4.600271343469321,5.28804641975603,5.92008238209795,5.98457869666394,,,,,,2.79611577106418,2.9553054165524304,3.910878363484,2.27830187334924,,
336528,Suriname,SUR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337969,Sweden,SWE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.77697093998143,3.7206133312956897,3.8634442931593003,3.9672772424099203,3.8661977381093102,3.91263074939103,3.8580132711709703,3.61145184983266,3.47654687767811,3.45928073254583,3.35866826147039,3.4100367854361897,3.40796434986602,3.27858730550753,3.2153970491201602,3.08160313845438,3.00311290223018,3.10108211536798,3.1477754879379303,3.1233574226650296,2.9234515960268395,2.94823714687051,2.8537547840745803,2.73782261810655,2.67196132262297,2.6730084000737997,2.5865682563944903,2.65329051466664,2.58528674880736,2.50883392226148,2.56898031545919,2.45430639025377,2.44419307170226,2.3868343480418597,2.2799385244374504,2.1699312260493704,2.15318124765466,1.9673534030519098,1.9236345240559198,1.9009729857264999,1.8409767304098898,1.71798723244461,1.6473067364320901,1.60034287466387,1.44306212463097,1.41684958478818,1.32620694500576,1.30758019656569,1.17080586293345,1.17712314881278,1.20389100023157,1.12181146192492,1.14671941632006,1.1268862586279198,1.1412549084288601,1.0814598351129598,1.06010789655084,1.0335017217020899,1.0429144410384201,,
339410,Switzerland,CHE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.3414503612523396,2.46907706945766,2.5675675675675698,2.51633668194675,2.53585569731632,2.4679592507394,2.5307933593451097,2.3823738450604104,2.17651757188498,2.19792370538731,2.10334748800529,2.0525268216903703,1.9681261245823003,1.86144856220206,1.87597448618001,1.90075273804003,2.16258100873485,2.02208656286439,1.9673644305258,2.03979942603046,1.6786065458631798,1.66280222143271,1.7281945112718897,1.74880558932822,1.70124830295676,1.82497186832109,1.6610219514038602,1.56186605542128,1.5648052643261001,1.5241653668033002,1.57214718757236,1.53782488553083,1.52370927239544,1.3669643451841202,1.3322840940318301,1.35549638608327,1.2837568015836298,1.22086410342116,1.18520390139366,1.08621220546806,1.02928011745958,0.991880080138388,0.956388349764947,0.9266304194008559,0.8889250746069319,0.85262333256622,0.772549518810112,0.734436907291815,0.739302153433981,0.7489648614477041,0.704958038758128,0.710978910190575,0.6874046732951811,0.7309884695498929,0.6504356899740339,0.6650282671834611,0.6823213275308759,0.681602395155031,0.675557385670456,,
340851,Syrian Arab Republic,SYR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,10.517746662324999,9.54491725768322,13.4699853587116,,8.64297253634895,8.87795275590551,7.747176540519121,8.21396192203083,12.1648793565684,10.8261693137112,11.220588235294098,8.43629102708099,10.771564802774199,15.0694655714431,12.6601451562007,15.94892460067,14.7259858442872,14.504127642246301,14.705609929297,15.928567763124098,17.2498537156232,14.5461179439622,15.5593998953306,14.6389051861757,17.686018422659302,16.5551216581556,14.4496812864619,11.2182097218742,7.85392938343537,7.97254083449821,6.8680868191168996,10.4257873181754,8.99066275596696,7.23809984169376,7.36414273040362,6.94969131748325,6.04191605498678,5.88275531842123,5.80838111238747,5.810580496452169,5.45365642119423,5.48055046775797,5.41250122273305,6.24832427198928,5.54183867581242,5.02641990387935,4.39444682311126,4.10054365333056,3.5523398057457993,4.02770775856936,4.05614173609585,,,,,,,,,,
342292,Tajikistan,TJK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000365714285714286,0.00347685714285714,0.00171980198019802,1.0986132511556201,1.28914100486224,1.6950949367088601,1.71303160358954,1.39204460966543,0.5981745325022261,0.580783882496171,1.04883693330169,1.1187914950836202,1.13133632771605,,,,1.01655286922047,0.9545046901131929,0.9527625662259029,1.09380663999495,0.999139959791046,,1.12838009700648,1.21938117748174,,,,,
343733,Tanzania,TZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.42312406373417,1.47320294640589,1.73497763269254,2.2999781992587702,3.0976156511106603,3.43268886501969,4.17461650003816,5.3551331749406,5.360054705170691,4.68897170236291,5.47665234862131,10.1091112561783,8.50260452553537,4.52063250866613,5.584293918781309,5.497602015276049,5.4143194886313895,5.24756417462994,5.38707636370118,5.744620630631241,3.15187898727108,2.4475441624245198,2.3826354788623902,2.0464840801595803,2.18177801099174,2.10603925919978,1.37927837082884,1.29411406473615,1.62721403741102,1.55535029886083,1.5435445395517298,1.60197154683142,1.48766265966724,1.48726401206321,1.4516046439920403,1.30259845652854,1.0743069684707098,0.9946145725830979,0.823941300163293,0.7921240107306791,0.773035719207189,0.7083318431869051,0.768094083029065,0.9089237976550129,0.916153060507081,0.9269549714417571,1.00009968050831,1.05252091188071,1.1332360636413799,1.1421352540661,1.1793767853612,1.2118635133876001,,
345174,Thailand,THA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.4652649129307203,2.09767678480583,2.6285467941683702,2.6160399529964704,2.43002544529262,2.32591933570581,2.16536792266719,2.4268168805983903,2.75456024663869,2.99136657073967,3.06529850746269,3.56097640464086,3.47424741298213,2.8822430327315303,2.65543855879087,2.7952327574838502,3.1314209858016904,3.48177335018462,3.9237142330459,4.38091940571985,4.2444549436814905,4.0631625186097,4.1203692151208,3.95335883490465,4.06443875433927,4.189115002366299,3.7953282159872903,3.3613865575309103,2.9335010898833196,2.68466712260163,2.5942501889125498,2.64502481409377,2.65742287815579,2.5248244987710198,2.50238335344718,2.2908370578637998,2.16438699295604,2.16367395580874,1.8865058522193,1.67728398043596,1.5326998433795902,1.49286305639427,1.4289399960371598,1.32348186365952,1.15465234820074,1.1237075810648,1.17837530047043,1.42552498053891,1.6393274633105201,1.8200417162940299,1.55606665372895,1.59496286616963,1.3823423735371398,1.40330408261917,1.40946628829909,1.4339478229325,1.44380452463315,1.3685609353213,1.32751335607131,,
346615,Timor-Leste,TLS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44486486486486504,0.605915692525682,0.816477468180255,0.526513802315227,1.07391816308508,0.617430978006551,0.34371337686254805,0.49035100602144205,0.561655734798795,0.732904502721425,1.1913419076169298,0.969826028159199,0.855011484000895,0.6092033955556989,,
348056,Togo,TGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,0.265562913907285,0.546875,0.8399552829561591,2.15711274752153,1.89538574780328,1.3374776302156899,1.3397397678251999,1.3588634959851797,1.2822353684452399,1.3683953564066398,1.40831295843521,1.4756438809890902,1.69491525423729,1.4919546213083899,1.85658612626656,2.49523110785033,3.07227488151659,2.71428571428571,2.2490601503759398,2.19463087248322,2.37248062015504,2.25917686318131,2.09697986577181,2.1851497769279797,2.50798344175044,2.84505885573501,3.5034908700322203,3.1249086924762595,3.09406858202039,3.12248587570621,2.8593508500772797,2.9312288613303306,4.0306556911723,2.5843108504398797,2.00364298724954,,,,,,,,1.72261225222725,1.6375019064368102,1.57142339862772,,,1.80434732200082,1.74298997314399,1.7911698911579699,1.5713106276256201,1.60711596593023,1.67617709065355,1.8042695247298601,1.68108198489861,1.85121940433078,1.8855802312923,1.97291955976058,,
